id,b,c,v,t
28004003,28,4,3,"Therefore the land will mourn, And everyone who dwells therein will waste away. All living things in her, Even the animals of the field and the birds of the sky; Yes, the fish of the sea also die."
28004004,28,4,4,"""Yet let no man bring a charge, neither let any man accuse; For your people are like those who bring charges against a priest."
28004005,28,4,5,"You will stumble in the day, And the prophet will also stumble with you in the night; And I will destroy your mother."
28004006,28,4,6,"My people are destroyed for lack of knowledge. Because you have rejected knowledge, I will also reject you, That you may be no priest to me. Because you have your God's law, I will also forget your children."
28004007,28,4,7,"As they were multiplied, so they sinned against me. I will change their glory into shame."
28004008,28,4,8,"They feed on the sin of my people, And set their heart on their iniquity."
28004009,28,4,9,"It will be, like people, like priest; And I will punish them for their ways, And will repay them for their deeds."
28004010,28,4,10,"They will eat, and not have enough. They will play the prostitute, and will not increase; Because they have abandoned giving to Yahweh."
28004011,28,4,11,"Prostitution, wine, and new wine take away understanding."
28004012,28,4,12,"My people consult with their wooded idol, And answer to a stick of wood. Indeed the spirit of prostitution has led them astray, And they have been unfaithful to their God."
28004013,28,4,13,"They sacrifice on the tops of the mountains, And burn incense on the hills, under oaks and poplars and terebinths, Because its shade is good. Therefore your daughters play the prostitute, And your brides commit adultery."
28004014,28,4,14,"I will not punish your daughters when they play the prostitute, Nor your brides when they commit adultery; Because the men consort with prostitutes, And they sacrifice with the shrine prostitutes; And the people that does not understand will come to ruin."
28004015,28,4,15,"""Though you, Israel, play the prostitute, Yet don't let Judah offend; And don't come to Gilgal, Neither go up to Beth Aven, Nor swear, 'As Yahweh lives.'"
28004016,28,4,16,"For Israel has behaved extremely stubbornly, like a stubborn heifer. Then how will Yahweh feed them like a lamb in a meadow."
28004017,28,4,17,Ephraim is joined to idols. Leave him alone!
28004018,28,4,18,Their drink has become sour. They play the prostitute continually. Her rulers dearly love their shameful way.
28004019,28,4,19,The wind has wrapped her up in its wings; And they shall be disappointed because of their sacrifices.
28005001,28,5,1,"""Listen to this, you priests! Listen, house of Israel, And give ear, house of the king! For the judgment is against you; For you have been a snare at Mizpah, And a net spread on Tabor."
28005002,28,5,2,The rebels are deep in slaughter; But I discipline all of them.
28005003,28,5,3,"I know Ephraim, And Israel is not hidden from me; For now, Ephraim, you have played the prostitute. Israel is defiled."
28005004,28,5,4,"Their deeds won't allow them to turn to their God; For the spirit of prostitution is within them, And they don't know Yahweh."
28005005,28,5,5,The pride of Israel testifies to his face. Therefore Israel and Ephraim will stumble in their iniquity. Judah also will stumble with them.
28005006,28,5,6,They will go with their flocks and with their herds to seek Yahweh; But they won't find him. He has withdrawn himself from them.
28005007,28,5,7,They are unfaithful to Yahweh; For they have borne illegitimate children. Now the new moon will devour them with their fields.
28005008,28,5,8,"""Blow the cornet in Gibeah, And the trumpet in Ramah! Sound a battle cry at Beth Aven, behind you, Benjamin!"
28005009,28,5,9,"Ephraim will become a desolation in the day of rebuke. Among the tribes of Israel, I have made known that which will surely be."
28005010,28,5,10,The princes of Judah are like those who remove a landmark. I will pour out my wrath on them like water.
28005011,28,5,11,"Ephraim is oppressed, He is crushed in judgment; Because he is intent in his pursuit of idols."
28005012,28,5,12,"Therefore I am to Ephraim like a moth, And to the house of Judah like rottenness."
28005013,28,5,13,"When Ephraim saw his sickness, And Judah his wound, Then Ephraim went to Assyria, And sent to king Jareb: But he is not able to heal you, Neither will he cure you of your wound."
28005014,28,5,14,"For I will be to Ephraim like a lion, And like a young lion to the house of Judah. I myself will tear in pieces and go away. I will carry off, and there will be no one to deliver."
28005015,28,5,15,"I will go and return to my place, until they acknowledge their offense, And seek my face. In their affliction they will seek me earnestly."""
28006001,28,6,1,"""Come, and let us return to Yahweh; For he has torn us to pieces, And he will heal us; He has injured us, And he will bind up our wounds."
28006002,28,6,2,"After two days will he revive us. On the third day he will raise us up, And we will live before him."
28006003,28,6,3,"Let us acknowledge Yahweh. Let us press on to know Yahweh. As surely as the sun rises, Yahweh will appear. He will come to us like the rain, Like the spring rain that waters the earth."""
28006004,28,6,4,"""Ephraim, what shall I do to you? Judah, what shall I do to you? For your love is like a morning cloud, And like the dew that disappears early."
28006005,28,6,5,Therefore I have cut them to pieces with the prophets; I killed them with the words of my mouth. Your judgments are like a flash of lightning.
28006006,28,6,6,"For I desire mercy, and not sacrifice; And the knowledge of God more than burnt offerings."
28006007,28,6,7,"But they, like Adam, have broken the covenant. They were unfaithful to me, there."
28006008,28,6,8,Gilead is a city of those who work iniquity; It is stained with blood.
28006009,28,6,9,"As gangs of robbers wait to ambush a man, So the company of priests murder in the way toward Shechem, Committing shameful crimes."
28006010,28,6,10,In the house of Israel I have seen a horrible thing. There is prostitution in Ephraim. Israel is defiled.
28006011,28,6,11,"""Also, Judah, there is a harvest appointed for you, When I restore the fortunes of my people."
28007001,28,7,1,"When I would heal Israel, Then the iniquity of Ephraim is uncovered, Also the wickedness of Samaria; For they commit falsehood, And the thief enters in, And the gang of robbers ravages outside."
28007002,28,7,2,They don't consider in their hearts that I remember all their wickedness. Now their own deeds have engulfed them. They are before my face.
28007003,28,7,3,"They make the king glad with their wickedness, And the princes with their lies."
28007004,28,7,4,"They are all adulterers. They are burning like an oven that the baker stops stirring, From the kneading of the dough, until it is leavened."
28007005,28,7,5,"On the day of our king, the princes made themselves sick with the heat of wine. He joined his hand with mockers."
28007006,28,7,6,"For they have made ready their heart like an oven, While they lie in wait. Their baker sleeps all the night. In the morning it burns as a flaming fire."
28007007,28,7,7,"They are all hot as an oven, And devour their judges. All their kings have fallen. There is no one among them who calls to me."
28007008,28,7,8,"Ephraim, he mixes himself among the nations. Ephraim is a pancake not turned over."
28007009,28,7,9,"Strangers have devoured his strength, And he doesn't realize it. Indeed, gray hairs are here and there on him, And he doesn't realize it."
28007010,28,7,10,"The pride of Israel testifies to his face; Yet they haven't returned to Yahweh their God, Nor sought him, for all this."
28007011,28,7,11,"""Ephraim is like an easily deceived dove, without understanding. They call to Egypt. They go to Assyria."
28007012,28,7,12,"When they go, I will spread my net on them. I will bring them down like the birds of the sky. I will chastise them, as their congregation has heard."
28007013,28,7,13,"Woe to them! For they have wandered from me. Destruction to them! For they have trespassed against me. Though I would redeem them, Yet they have spoken lies against me."
28007014,28,7,14,"They haven't cried to me with their heart, But they howl on their beds. They assemble themselves for grain and new wine. They turn away from me."
28007015,28,7,15,"Though I have taught and strengthened their arms, Yet they plot evil against me."
28007016,28,7,16,"They return, but not to the Most High. They are like a faulty bow. Their princes will fall by the sword for the rage of their tongue. This will be their derision in the land of Egypt."
28008001,28,8,1,"""Put the trumpet to your lips! Something like an eagle is over Yahweh's house, Because they have broken my covenant, And rebelled against my law."
28008002,28,8,2,"They cry to me, 'My God, we Israel acknowledge you!'"
28008003,28,8,3,Israel has cast off that which is good. The enemy will pursue him.
28008004,28,8,4,"They have set up kings, but not by me. They have made princes, and I didn't approve. Of their silver and their gold they have made themselves idols, That they may be cut off."
28008005,28,8,5,Let Samaria throw out his calf-idol! My anger burns against them! How long will it be before the are capable of purity?
28008006,28,8,6,"For this is even from Israel! The workman made it, and it is no God; Indeed, the calf of Samaria shall be broken in pieces."
28008007,28,8,7,"For they sow the wind, And they will reap the whirlwind. He has no standing grain. The stalk will yield no head. If it does yield, strangers will swallow it up."
28008008,28,8,8,Israel is swallowed up. Now they are among the nations like a worthless thing.
28008009,28,8,9,"For they have gone up to Assyria, Like a wild donkey wandering alone. Ephraim has hired lovers for himself."
28008010,28,8,10,"But although they sold themselves among the nations, I will now gather them; and they begin to waste away because of the oppression of the king of mighty ones."
28008011,28,8,11,"Because Ephraim has multiplied altars for sinning, They became for him altars for sinning."
28008012,28,8,12,I wrote for him the many things of my law; But they were regarded as a strange thing.
28008013,28,8,13,"As for the sacrifices of my offerings, they sacrifice flesh and eat it; But Yahweh doesn't accept them. Now he will remember their iniquity, And punish their sins. They will return to Egypt."
28008014,28,8,14,"For Israel has forgotten his Maker and built palaces; And Judah has multiplied fortified cities; But I will send a fire on his cities, And it will devour its fortresses."""
28009001,28,9,1,"Don't rejoice, Israel, to jubilation like the nations; For you were unfaithful to your God. You love the wages of a prostitute at every grain threshing floor."
28009002,28,9,2,"The threshing floor and the winepress won't feed them, And the new wine will fail her."
28009003,28,9,3,"They won't dwell in Yahweh's land; But Ephraim will return to Egypt, And they will eat unclean food in Assyria."
28009004,28,9,4,"They won't pour out wine offerings to Yahweh, Neither will they be pleasing to him. Their sacrifices will be to them like the bread of mourners; All who eat of it will be polluted; For their bread will be for their appetite. It will not come into the house of Yahweh."
28009005,28,9,5,"What will you do in the day of solemn assembly, And in the day of the feast of Yahweh?"
28009006,28,9,6,"For, behold, they have gone away from destruction. Egypt will gather them up. Memphis will bury them. Nettles will possess their pleasant things of silver. Thorns will be in their tents."
28009007,28,9,7,"The days of visitation have come. The days of reckoning have come. Israel will consider the prophet to be a fool, And the man who is inspired to be insane, Because of the abundance of your sins, And because your hostility is great."
28009008,28,9,8,"A prophet watches over Ephraim with my God. A fowler's snare is on all of his paths, And hostility in the house of his God."
28009009,28,9,9,"They have deeply corrupted themselves, As in the days of Gibeah. He will remember their iniquity. He will punish them for their sins."
28009010,28,9,10,"I found Israel like grapes in the wilderness. I saw your fathers as the first ripe in the fig tree at its first season; But they came to Baal Peor, and consecrated themselves to the shameful thing, And became abominable like that which they loved."
28009011,28,9,11,"As for Ephraim, their glory will fly away like a bird. There will be no birth, none with child, and no conception."
28009012,28,9,12,"Though they bring up their children, Yet I will bereave them, so that not a man shall be left. Indeed, woe also to them when I depart from them!"
28009013,28,9,13,"Ephraim, like I have seen Tyre, is planted in a pleasant place; But Ephraim will bring out his children to the killer."
28009014,28,9,14,Give them--Yahweh what will you give? Give them a miscarrying womb and dry breasts.
28009015,28,9,15,"""All their wickedness is in Gilgal; For there I hated them. Because of the wickedness of their deeds I will drive them out of my house! I will love them no more. All their princes are rebels."
28009016,28,9,16,"Ephraim is struck. Their root has dried up. They will bear no fruit. Even though they bring forth, yet I will kill the beloved ones of their womb."""
28009017,28,9,17,"My God will cast them away, because they did not listen to him; And they will be wanderers among the nations."
28010001,28,10,1,"Israel is a luxuriant vine that puts forth his fruit. According to the abundance of his fruit he has multiplied his altars. As their land has prospered, they have adorned their sacred stones."
28010002,28,10,2,Their heart is divided. Now they will be found guilty. He will demolish their altars. He will destroy their sacred stones.
28010003,28,10,3,"Surely now they will say, ""We have no king; for we don't fear Yahweh; And the king, what can he do for us?"""
28010004,28,10,4,"They make promises, swearing falsely in making covenants. Therefore judgment springs up like poisonous weeds in the furrows of the field."
28010005,28,10,5,"The inhabitants of Samaria will be in terror for the calves of Beth Aven; For its people will mourn over it, Along with its priests who rejoiced over it, For its glory, because it has departed from it."
28010006,28,10,6,"It also will be carried to Assyria for a present to a great king. Ephraim will receive shame, And Israel will be ashamed of his own counsel."
28010007,28,10,7,"Samaria and her king float away, Like a twig on the water."
28010008,28,10,8,"The high places also of Aven, the sin of Israel, will be destroyed. The thorn and the thistle will come up on their altars. They will tell the mountains, ""Cover us!"" and the hills, ""Fall on us!"""
28010009,28,10,9,"""Israel, you have sinned from the days of Gibeah. There they remained. The battle against the children of iniquity doesn't overtake them in Gibeah."
28010010,28,10,10,"When it is my desire, I will chastise them; And the nations will be gathered against them, When they are bound to their two transgressions."
28010011,28,10,11,Ephraim is a trained heifer that loves to thresh; So I will put a yoke on her beautiful neck. I will set a rider on Ephraim. Judah will plow. Jacob will break his clods.
28010012,28,10,12,"Sow to yourselves in righteousness, Reap according to kindness. Break up your fallow ground; For it is time to seek Yahweh, Until he comes and rains righteousness on you."
28010013,28,10,13,"You have plowed wickedness. You have reaped iniquity. You have eaten the fruit of lies, For you trusted in your way, in the multitude of your mighty men."
28010014,28,10,14,"Therefore a battle roar will arise among your people, And all your fortresses will be destroyed, As Shalman destroyed Beth Arbel in the day of battle. The mother was dashed in pieces with her children."
28010015,28,10,15,So Bethel will do to you because of your great wickedness. At daybreak the king of Israel will be destroyed.
28011001,28,11,1,"""When Israel was a child, then I loved him, And called my son out of Egypt."
28011002,28,11,2,"They called to them, so they went from them. They sacrificed to the Baals, And burned incense to engraved images."
28011003,28,11,3,Yet I taught Ephraim to walk. I took them by his arms; But they didn't know that I healed them.
28011004,28,11,4,"I drew them with cords of a man, with ties of love; And I was to them like those who lift up the yoke on their necks; And I bent down to him and I fed him."
28011005,28,11,5,"""They won't return into the land of Egypt; But the Assyrian will be their king, Because they refused to repent."
28011006,28,11,6,"The sword will fall on their cities, And will consume their gate bars, And will put an end to their plans."
28011007,28,11,7,"My people are determined to turn from me. Though they call to the Most High, He certainly won't exalt them."
28011008,28,11,8,"""How can I give you up, Ephraim? How can I hand you over, Israel? How can I make you like Admah? How can I make you like Zeboiim? My heart is turned within me, My compassion is aroused."
28011009,28,11,9,"I will not execute the fierceness of my anger. I will not return to destroy Ephraim: For I am God, and not man; the Holy One in the midst of you; And I will not come in wrath."
28011010,28,11,10,"They will walk after Yahweh, Who will roar like a lion; For he will roar, and the children will come trembling from the west."
28011011,28,11,11,"They will come trembling like a bird out of Egypt, And like a dove out of the land of Assyria; And I will settle them in their houses,"" says Yahweh."
28011012,28,11,12,"Ephraim surrounds me with falsehood, And the house of Israel with deceit; And Judah still us unruly with God, And is unfaithful to the Holy One."
28012001,28,12,1,"Ephraim feeds on wind, And chases the east wind. He continually multiplies lies and desolation. They make a covenant with Assyria, And oil is carried into Egypt."
28012002,28,12,2,"Yahweh also has a controversy with Judah, And will punish Jacob according to his ways; According to his deeds he will repay him."
28012003,28,12,3,In the womb he took his brother by the heel; And in his manhood he had power with God.
28012004,28,12,4,"Indeed, he had power over the angel, and prevailed; He wept, and made supplication to him. He found him at Bethel, and there he spoke with us,"
28012005,28,12,5,"Even Yahweh, the God of hosts; Yahweh is his name of renown!"
28012006,28,12,6,"Therefore turn to your God. Keep kindness and justice, And wait for your God continually."
28012007,28,12,7,A merchant has dishonest scales in his hand. He loves to defraud.
28012008,28,12,8,"Ephraim said, ""Surely I have become rich, I have found myself wealth. In all my wealth they won't find in me any iniquity that is sin."""
28012009,28,12,9,"""But I am Yahweh your God from the land of Egypt. I will yet again make you to dwell in tents, As in the days of the solemn feast."
28012010,28,12,10,"I have also spoken to the prophets, And I have multiplied visions; And by the ministry of the prophets I have used parables."
28012011,28,12,11,"If Gilead is wicked, Surely they are worthless. In Gilgal they sacrifice bulls. Indeed, their altars are like heaps in the furrows of the field."
28012012,28,12,12,"Jacob fled into the country of Aram, And Israel served to get a wife, And for a wife he tended flocks and herds."
28012013,28,12,13,"By a prophet Yahweh brought Israel up out of Egypt, And by a prophet he was preserved."
28012014,28,12,14,"Ephraim has provoked to anger most bitterly. Therefore his blood will be left on him, And his his Lord will repay his contempt."
28013001,28,13,1,"When Ephraim spoke, there was trembling. He exalted himself in Israel, But when he became guilty in Baal, he died."
28013002,28,13,2,"Now they sin more and more, And have made themselves molten images of their silver, Even idols according to their own understanding, All of them the work of the craftsmen. They say of them, ""They offer human sacrifice and kiss the calves."""
28013003,28,13,3,"Therefore they will be like the morning cloud, And like the dew that passes away early, Like the chaff that is driven with the whirlwind out of the threshing floor, And like the smoke out of the chimney."
28013004,28,13,4,"""Yet I am Yahweh your God from the land of Egypt; And you will know no god but me, And besides me there is no savior."
28013005,28,13,5,"I knew you in the wilderness, In the land of great drought."
28013006,28,13,6,"According to their pasture, so were they filled; They were filled, and their heart was exalted. Therefore they have forgotten me."
28013007,28,13,7,Therefore am I to them like a lion; Like a leopard I will lurk by the path.
28013008,28,13,8,"I will meet them like a bear that is bereaved of her cubs, And will tear the covering of their heart. And there I will devour them like a lioness. The wild animal will tear them."
28013009,28,13,9,"You are destroyed, Israel, because you are against me, Against your help."
28013010,28,13,10,"Where is your king now, that he may save you in all your cities? And your judges, of whom you said, 'Give me a king and princes?'"
28013011,28,13,11,"I have given you a king in my anger, And have taken him away in my wrath."
28013012,28,13,12,The guilt of Ephraim is stored up. His sin is stored up.
28013013,28,13,13,"The sorrows of a travailing woman will come on him. He is an unwise son; For when it is time, he doesn't come to the opening of the womb."
28013014,28,13,14,"I will ransom them from the power of Sheol. I will redeem them from death! Death, where are your plagues? Sheol, where is your destruction?  Compassion will be hidden from my eyes."
28013015,28,13,15,"Though he is fruitful among his brothers, an east wind will come, The breath of Yahweh coming up from the wilderness; And his spring will become dry, And his fountain will be dried up. He will plunder the storehouse of treasure."
28013016,28,13,16,"Samaria will bear her guilt; For she has rebelled against her God. They will fall by the sword. Their infants will be dashed in pieces, And their pregnant women will be ripped open."""
28014001,28,14,1,"Israel, return to Yahweh your God; For you have fallen because of your sin."
28014002,28,14,2,"Take words with you, and return to Yahweh. Tell him, ""Forgive all our sins, And accept that which is good: So we offer like bulls our lips."
28014003,28,14,3,"Assyria can't save us. We won't ride on horses; Neither will we say any more to the work of our hands, 'Our gods!' For in you the fatherless finds mercy."""
28014004,28,14,4,"""I will heal their waywardness. I will love them freely; For my anger is turned away from him."
28014005,28,14,5,"I will be like the dew to Israel. He will blossom like the lily, And send down his roots like Lebanon."
28014006,28,14,6,"His branches will spread, And his beauty will be like the olive tree, And his fragrance like Lebanon."
28014007,28,14,7,"Men will dwell in his shade. They will revive like the grain, And blossom like the vine. Their fragrance will be like the wine of Lebanon."
28014008,28,14,8,"Ephraim, what have I to do any more with idols? I answer, and will take care of him. I am like a green fir tree; From me your fruit is found."""
28014009,28,14,9,"Who is wise, that he may understand these things? Who is prudent, that he may know them? For the ways of Yahweh are right, And the righteous walk in them; But the rebellious stumble in them."
